Author,Secondary Author(s),Illustrators,Translators,Book,clustered_book,School District,Missouri,IN P DOC,Date,Notes,"Challenge/Complaint Status

",Status,"Status Notes - See ""By School District"" Tab for More Detail",Details of Restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Choi, Mary H.K.",,,,Yolk,Wintergirls,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anderson, Laurie Halse",,,,Wintergirls,Speak,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anderson, Laurie Halse",,,,Speak,Breathless,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niven, Jennifer",,,,Breathless,Clockwork Princess,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clare, Cassandra",,,,Clockwork Princess,Cool for the Summer,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adler, Dahlia",,,,Cool for the Summer,A Court of Frost and Starlight,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,A Court of Frost and Starlight,A Court of Mist and Fury,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,A Court of Mist and Fury,A Court of Thorns and Roses,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,A Court of Thorns and Roses,A Court of Wings and Ruin,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,A Court of Wings and Ruin,Empire of Storms Series,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,Empire of Storms,Kingdom of Ash,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,Kingdom of Ash,Tower of Dawn,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maas, Sarah J.",,,,Tower of Dawn,Water for Elephants,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruen, Sara",,,,Water for Elephants,Damsel,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arnold, Elana K.",,,,Damsel,Eleanor & Park,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rowell, Rainbow",,,,Eleanor & Park,Extremely Loud & Incredibly Close,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foer, Jonathan Safran",,,,Extremely Loud & Incredibly Close,Fade (Wake Series),Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McMann, Lisa",,,,Fade (Wake Series),Felix Ever After,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Callender, Kacen",,,,Felix Ever After,Flamer,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Curato, Mike",,,,Flamer,"Gabi, a Girl in Pieces",Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quintero, Isabel",,,,"Gabi, a Girl in Pieces",Go Ask Alice,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sparks, Beatrice",Anonymous,,,Go Ask Alice,Grit,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"French, Gillian",,,,Grit,grl2grl,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peters, Julie Anne",,,,grl2grl,Grown,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson, Tiffany, D",,,,Grown,I Am Not Your Perfect Mexican Daughter,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sánchez, Erika L.",,,,I Am Not Your Perfect Mexican Daughter,I'll Give You the Sun,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nelson, Jandy",,,,I'll Give You the Sun,Last Night at the Telegraph Club,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lo, Malinda",,,,Last Night at the Telegraph Club,Living Dead Girl,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scott, Elizabeth",,,,Living Dead Girl,Looking for Alaska,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green, John",,,,Looking for Alaska,Lucky,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seabold, Alice",,,,Lucky,Me and Earl and the Dying Girl,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Jesse",,,,Me and Earl and the Dying Girl,Monday's Not Coming,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson, Tiffany D.",,,,Monday's Not Coming,More Happy Than Not,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silvera, Adam",,,,More Happy Than Not,Nineteen Minutes,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Picoult, Jodi",,,,Nineteen Minutes,Oryx & Crake,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atwood, Margaret",,,,Oryx & Crake,Out of Darkness,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pérez, Ashley Hope",,,,Out of Darkness,Ramona Blue,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murphy, Julie",,,,Ramona Blue,Red at the Bone,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodson, Jacqueline",,,,Red at the Bone,Scars,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rainfield, Cheryl",,,,Scars,Shine,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myracle, Lauren",,,,Shine,The Art of Racing in the Rain,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stein, Garth",,,,The Art of Racing in the Rain,The Female of the Species,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGinnis, Mindy",,,,The Female of the Species,The Fixer,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malamud, Bernard",,,,The Fixer,The Freedom Writers Diary,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruwell, Erin",The Freedom Writers,,,The Freedom Writers Diary,The Handmaid's Tale: The Graphic Novel,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atwood, Margaret",,,,The Handmaid's Tale,The Haters,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Jesse",,,,The Haters,The Kite Runner,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hosseini, Khaled",,,,The Kite Runner,The Lovely Bones,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sebold, Alice",,,,The Lovely Bones,The Perks of Being a Wallflower,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chbosky, Stephen",,,,The Perks of Being a Wallflower,The Poet X,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acevedo, Elizabeth",,,,The Poet X,The Truth About Alice,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathieu, Jennifer",,,,The Truth About Alice: A Novel,The Upside of Unrequited,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Albertalli, Becky",,,,The Upside of Unrequited (Simonverse Series),Thirteen Reasons Why,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asher, Jay",,,,Thirteen Reasons Why,This One Summer,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamaki, Mariko",,"Tamaki, Jillian",,This One Summer,Identical,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Identical,Ways to Make Sunshine,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Watson, Renee",,,,Ways to Make Sunshine,And Tango Makes Three,Sumner County Schools,Tennessee,no,January 2023,,,Challenged-Retained,https://original.newsbreak.com/@advocate-andy-1587865/2907944848525-sumner-school-board-votes-to-keep-challenged-book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richardson, Justin ",,"Parnell, Peter",,And Tango Makes Three,Me and Earl and the Dying Girl,Fayetteville Public Schools,Arkansas,no,January 2023,,had been appealed to board - keeep in elementary school,Challenged-Retained,Tale of two male penguins ruffles no feathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
